"amount";"duration";"payments";"no. of commited crimes '95";"name ";"region";"no. of inhabitants";"no. of municipalities with inhabitants < 499 ";"no. of municipalities with inhabitants 500-1999";"no. of municipalities with inhabitants 2000-9999 ";"no. of municipalities with inhabitants >10000 ";"no. of cities ";"ratio of urban inhabitants ";"average salary ";"no. of enterpreneurs per 1000 inhabitants ";"no. of commited crimes '96";"unemploymant rate '95";"unemploymant rate '96";"balance MAX";"balance MIN";"balance AVG";"balance STD";"balance VAR";"operation = credit in cash AVG";"operation = credit in cash STD";"operation = credit in cash SUM";"operation = credit in cash VAR";"operation = withdrawal in cash AVG";"operation = withdrawal in cash STD";"operation = withdrawal in cash SUM";"operation = withdrawal in cash VAR";"operation = remittance to another bank AVG";"operation = remittance to another bank STD";"operation = remittance to another bank SUM";"operation = remittance to another bank VAR";"operation = collection from another bank AVG";"operation = collection from another bank STD";"operation = collection from another bank SUM";"operation = collection from another bank VAR";"operation = credit card withdrawal AVG";"operation = credit card withdrawal STD";"operation = credit card withdrawal SUM";"operation = credit card withdrawal VAR";"operation = Null AVG";"operation = Null STD";"operation = Null SUM";"operation = Null VAR";"credit MAX";"credit MIN";"credit AVG";"credit STD";"credit CNT";"credit SUM";"credit VAR";"withdraw MAX";"withdraw MIN";"withdraw AVG";"withdraw STD";"withdraw CNT";"withdraw SUM";"withdraw VAR";"withdraw_total";"credit_total";"final Balance";"credit_month";"withdrawal_month";"household";"Account duration";"Gender";"crime_increase";"unemployment_increase";"age";"n_owners";"status";"loan_id";"credit_withdrawal_ratio";"credit_avg_salary_ratio";"profit_month";"profit_payments_ratio";"balace_max_credit";"balace_max_withdraw";"transactions_month";"A";"B";"C";"balance_min_credit";"balance_min_withdraw";"type credit MEAN";"type withdraw MEAN";"transactions_total";"confidence(true)";"confidence(false)";"prediction(status)"
59448;24;2477;3475;"Praha - zapad";"central Bohemia";75637;35;36;9;0;7;36.5;9622;154;3529;0.45;0.59;67122.1;200.0;29114.62258064514;14649.678111363095;2.14613068766551E8;0.08602150537634409;0.28191557395227324;8;0.07947639083683965;0.5591397849462365;0.4991811902331276;52;0.24918186068256196;0.0;0.0;0;0.0;0.1827956989247312;0.3885938015331631;17;0.15100514258999534;0.0;0.0;0;0.0;0.17204301075268819;0.37946346315435653;16;0.1439925198690977;22292.0;17.9;7081.492682926828;7652.247591080357;41;290341.19999999995;5.855689319519512E7;24204.0;14.6;4932.138461538462;5618.7552213730905;52;256471.20000000004;3.1570410237707365E7;256471.20000000007;290341.19999999995;33869.99999999988;16130.066666666668;14248.400000000001;0.0;18;"F";1.0155395683453237;1.3111111111111111;39;1;;6956;1.1320616115961557;1.6763735883045798;1881.666666666666;0.7596554972412862;44830.100000000006;42918.100000000006;5.166666666666667;9048.57398373984;9316.261538461538;0.041666666666666664;182.1;185.4;0.44086021505376344;0.5591397849462365;93;0.07370038275170299;0.926299617248297;"false"
63972;36;1777;3659;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;33.9;8743;111;3894;1.88;2.43;39052.7;300.0;21532.345454545455;11004.952725329053;1.2110898448672733E8;0.18181818181818182;0.40451991747794525;2;0.16363636363636364;0.18181818181818182;0.40451991747794525;2;0.16363636363636364;0.0;0.0;0;0.0;0.36363636363636365;0.504524979109513;4;0.2545454545454545;0.0;0.0;0;0.0;0.2727272727272727;0.46709936649691375;3;0.21818181818181817;10660.0;30.2;5139.177777777778;5321.654545998307;9;46252.6;2.832000710694445E7;4500.0;2700.0;3600.0;1272.7922061357856;2;7200.0;1620000.0;7200.0;46252.6;39052.6;9250.52;1440.0;0.0;5;"F";1.0642251981415687;1.2925531914893618;50;1;;6437;6.423972222222223;1.058048724694041;7810.52;4.395340461451886;28392.699999999997;34552.7;2.2;4111.3422222222225;-2160.0;0.027777777777777776;269.8;-2400.0;0.8181818181818182;0.18181818181818182;11;0.08475554420435982;0.9152444557956402;"false"
541200;60;9020;9878;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;81;10108;6.63;7.75;51160.5;-17030.4;12006.396551724149;14745.172610902386;2.1742011532530588E8;0.13218390804597702;0.33966806403898425;23;0.11537439372799149;0.3275862068965517;0.47068751957145294;57;0.2215467410803269;0.3448275862068966;0.4766837806649742;60;0.22722742674905322;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.19540229885057472;0.3976544077104683;34;0.15812902797156334;20988.0;3.7;5483.250877192983;7286.0371139187155;57;312545.30000000005;5.308633682540096E7;13300.0;1.1;2616.960683760684;3611.3942653524027;117;306184.4;1.3042168539820222E7;306184.4;312545.30000000005;6360.900000000023;15627.265;15309.219999999998;2036.0;20;"M";1.023284065600324;1.1689291101055808;50;1;;5447;1.020774735747478;1.5355473125675543;318.0450000000019;0.03525997782705121;30172.5;37860.5;8.7;10144.014122807017;12692.259316239313;0.016666666666666666;-17034.100000000002;-17031.5;0.3275862068965517;0.6724137931034483;174;0.9331609087305823;0.06683909126941764;"true"
219456;48;4572;2854;"Nachod";"east Bohemia";112709;48;20;7;3;10;73.5;8369;117;2618;1.79;2.31;77123.8;400.0;44366.05454545455;22683.877974868552;5.1455831997872657E8;0.09090909090909091;0.30151134457776363;1;0.09090909090909091;0.2727272727272727;0.46709936649691375;3;0.21818181818181817;0.0;0.0;0;0.0;0.36363636363636365;0.504524979109513;4;0.2545454545454545;0.0;0.0;0;0.0;0.2727272727272727;0.46709936649691375;3;0.21818181818181817;29445.0;88.3;14840.475;15613.129255373504;8;118723.8;2.43769805145E8;20100.0;6400.0;13866.666666666666;6932.772413207671;3;41600.0;4.806333333333331E7;41600.0;118723.8;77123.8;29680.95;10400.0;0.0;4;"M";0.9173090399439383;1.2905027932960893;37;2;;5973;2.8539375000000002;3.546534830923647;19280.95;4.217180664916886;47678.8;57023.8;2.75;14840.475;-3466.666666666666;0.041666666666666664;311.7;-6000.0;0.7272727272727273;0.2727272727272727;11;0.07700183624504175;0.9229981637549582;"false"
129312;24;5388;5244;"Kladno";"central Bohemia";149893;63;29;6;2;6;67.4;9753;109;5892;4.64;5.05;116311.7;-8657.3;45330.9197368421;32759.949396058684;1.0732142844323257E9;0.2631578947368421;0.4418030801829189;40;0.19518996165911467;0.5921052631578947;0.4930680159131056;90;0.24311606831648658;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.14473684210526316;0.35299840978277364;22;0.12460787730916698;49950.0;3.5;15947.209677419356;16523.54586636711;62;988727.0000000001;2.7302756799793756E8;47700.0;11.2;10191.22444444444;12191.275761387005;90;917210.1999999996;1.4862720469018233E8;917210.1999999996;988727.0000000001;71516.80000000051;42988.130434782615;39878.704347826075;0.0;24;"M";1.1235697940503433;1.0883620689655173;23;1;;6075;1.0779720940739652;4.407682808857031;3109.4260869565405;0.5771020948323201;66361.7;68611.7;6.333333333333333;27040.92075736326;29687.479903381634;0.041666666666666664;-8660.8;-8668.5;0.40789473684210525;0.5921052631578947;152;0.7673198554444257;0.23268014455557431;"true"
194256;24;8094;6779;"Jesenik";"north Moravia";42821;4;13;5;1;3;48.4;8173;124;1358;4.842;7.01;134156.7;400.0;51370.48059701493;27095.340184743727;7.341574597269883E8;0.26119402985074625;0.4409338087780158;35;0.19442262372348781;0.582089552238806;0.4950659933632691;78;0.24509033778476044;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.15671641791044777;0.36489729963004347;21;0.1331500392772977;48954.0;81.6;15933.742857142859;17071.135526164486;56;892289.6000000001;2.914236681526753E8;63100.0;14.6;10571.112820512817;12473.8077577681;78;824546.7999999997;1.5559587997775564E8;824546.7999999997;892289.6000000001;67742.8000000004;38795.2;35849.86086956521;0.0;24;"F";0.20032453164183509;1.4477488641057414;29;1;;5281;1.082157616765962;4.746751498837636;2945.3391304347897;0.36389166424941805;85202.70000000001;71056.70000000001;5.583333333333333;22861.457142857136;25278.74804905239;0.041666666666666664;318.4;385.4;0.417910447761194;0.582089552238806;134;0.04061422982296903;0.959385770177031;"false"
12540;12;1045;1029;"Plzen - jih";"west Bohemia";67298;71;19;10;0;7;43.8;8561;110;1127;0.65;1.29;57779.4;200.0;41922.04671052632;9731.975450036887;9.471134616012068E7;0.17105263157894737;0.3777997610682511;26;0.1427326594632276;0.39473684210526316;0.49040994794586523;60;0.24050191704426627;0.29605263157894735;0.4580236234035074;45;0.20978563959567795;0.0;0.0;0;0.0;0.013157894736842105;0.11432740861710033;2;0.01307075636110143;0.125;0.3318122025308056;19;0.11009933774834436;21987.0;48.5;7704.804444444446;7754.537179289283;45;346716.20000000007;6.013284686497979E7;20160.0;14.6;2730.411214953271;3207.959608839942;107;292154.0;1.0291004851948515E7;292154.0;346716.20000000007;54562.20000000007;16510.295238095237;13912.095238095239;3936.0;22;"M";1.0952380952380953;1.9846153846153847;57;2;;5103;1.1867583534711144;1.9285475105823195;2598.199999999999;2.486315789473683;35792.4;37619.4;6.909090909090909;8805.490793650792;11181.684023141966;0.16666666666666666;151.5;185.4;0.29605263157894735;0.7039473684210527;152;0.024889424562503204;0.9751105754374968;"false"
203940;60;3399;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;72580.1;400.0;42000.78888888887;13429.797196148887;1.8035945272968853E8;0.24074074074074073;0.4315476835930594;13;0.1862334032145353;0.4444444444444444;0.5015698625755192;24;0.25157232704402516;0.12962962962962962;0.3390495203045245;7;0.11495457721872816;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.18518518518518517;0.39209519801278114;10;0.15373864430468206;37200.0;91.9;12547.778260869567;13339.47750043104;23;288598.9;1.7794165998450592E8;27000.0;14.6;7661.85806451613;7698.777911537827;31;237517.60000000003;5.927118133118275E7;237517.60000000003;288598.9;51081.29999999999;24049.908333333336;19793.133333333335;6110.0;12;"M";1.1567515202446397;1.4827586206896552;43;1;;6468;1.2150632205781804;1.917702602131675;4256.7750000000015;1.2523609885260374;35380.100000000006;45580.100000000006;4.5;11502.13007246377;12131.275268817204;0.016666666666666666;308.1;385.4;0.42592592592592593;0.5740740740740741;54;0.02615926894193865;0.9738407310580613;"false"
385560;60;6426;2123;"Svitavy";"east Bohemia";102609;75;33;2;3;6;52.0;8187;94;2134;4.83;5.45;66054.9;700.0;29028.266101694902;19243.80993883318;3.703242209619347E8;0.1694915254237288;0.3784060204413424;10;0.14319111630625367;0.4067796610169492;0.4954497805998453;24;0.24547048509643482;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.423728813559322;0.49839016119517676;25;0.2483927527761543;43502.0;0.4;6740.071428571427;12863.427420782844;35;235902.49999999994;1.6546776500974795E8;27100.0;14.6;9395.316666666668;8182.04256563097;24;225487.60000000003;6.694582054579703E7;225487.60000000003;235902.49999999994;10414.899999999907;16850.178571428572;16106.257142857145;9800.0;14;"F";1.005181347150259;1.1283643892339545;41;1;;7209;1.0461883491597763;2.058162766755658;743.9214285714279;0.11576741807834234;22552.899999999994;38954.899999999994;4.214285714285714;10110.107142857145;6710.940476190477;0.016666666666666666;699.6;685.4;0.5932203389830508;0.4067796610169492;59;0.14201725986219604;0.857982740137804;"false"
24792;24;1033;1562;"Vyskov";"south Moravia";86513;38;36;5;1;5;50.5;8288;110;1460;3.79;4.52;72489.8;500.0;47061.86000000002;12246.407730001094;1.4997450228943053E8;0.15555555555555556;0.36378332625027143;21;0.13233830845771144;0.4740740740740741;0.501187092745584;64;0.2511885019347706;0.22962962962962963;0.422161119782284;31;0.17822001105583193;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.14074074074074075;0.3490490912521114;19;0.12183526810392482;35143.5;68.4;12988.347500000003;13374.322551450965;40;519533.90000000014;1.7887250371024987E8;23800.0;14.6;4740.473684210525;6656.705859095238;95;450344.9999999999;4.431173289451287E7;450344.9999999999;519533.90000000014;69188.90000000026;24739.70952380953;21444.999999999993;3301.0;21;"F";0.9346991037131882;1.1926121372031662;39;1;;5584;1.153635324029356;2.985003562235706;3294.709523809539;3.189457428663639;37346.3;48689.8;6.428571428571429;11751.362023809528;16704.526315789466;0.041666666666666664;431.6;485.4;0.2962962962962963;0.7037037037037037;135;0.02401231862800468;0.9759876813719953;"false"
265320;36;7370;2166;"Chrudim";"east Bohemia";105606;77;26;7;2;7;53.0;8254;97;2325;2.79;3.76;116038.4;379.0;46266.57469879516;28827.091843999842;8.310012241824021E8;0.26506024096385544;0.44404837545182463;22;0.19717895974140462;0.4939759036144578;0.5030030300035687;41;0.25301204819277107;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.24096385542168675;0.43026825001424435;20;0.1851307669703203;48308.0;15.5;8769.207142857145;13393.098587985854;42;368306.7000000001;1.7937508978750867E8;53500.0;4.4;8495.81219512195;11044.213044535929;41;348328.29999999993;1.2197464177309756E8;348328.30000000005;368306.7000000001;19978.40000000008;18415.335;17416.415;0.0;23;"F";1.0734072022160666;1.3476702508960572;30;1;;4988;1.0573550871404935;2.2310800823842984;998.9199999999983;0.1355386702849387;67730.4;62538.399999999994;3.608695652173913;9646.127857142854;8920.602804878052;0.027777777777777776;363.5;374.6;0.5060240963855421;0.4939759036144578;83;0.6911497584691835;0.3088502415308165;"true"
30276;12;2523;5623;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;96;5887;4.09;4.72;116439.0;900.0;61588.33719512191;22716.44010387438;5.160366509929124E8;0.21951219512195122;0.4151839046699575;36;0.17237767469699236;0.4268292682926829;0.49613197840595535;70;0.24614693999700735;0.2621951219512195;0.4411752969913945;43;0.19463564267544517;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.09146341463414634;0.28914989405148767;15;0.08360766122998654;49734.0;119.2;19781.92352941176;17110.19580916114;51;1008878.0999999997;2.927588006278355E8;62900.0;14.6;8681.693805309731;13572.869997668955;113;981031.3999999997;1.8422279997362205E8;981031.3999999997;1008878.0999999997;27846.70000000007;56048.783333333326;54501.74444444443;6817.0;18;"F";1.0469500266761516;1.1540342298288508;35;1;;6502;1.0283851261029975;5.6654991745004875;1547.038888888892;0.6131743515215584;66705.0;53539.0;9.11111111111111;36266.859803921565;45820.0506391347;0.08333333333333333;780.8;885.4;0.31097560975609756;0.6890243902439024;164;0.04809963721294619;0.9519003627870538;"false"
19248;12;1604;2824;"Beroun";"central Bohemia";75232;55;26;4;1;5;41.7;8980;111;2813;1.95;2.21;60870.3;200.0;36065.975;11241.910004472638;1.2638054054866199E8;0.2222222222222222;0.4186572170818395;16;0.1752738654147105;0.4722222222222222;0.5027311947224926;34;0.25273865414710484;0.125;0.3330397768401644;9;0.11091549295774648;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.18055555555555555;0.3873488397177316;13;0.15003912363067293;28093.5;68.1;10271.306896551723;10687.819202883356;29;297867.89999999997;1.1422947931352222E8;23680.0;14.6;5917.032558139536;5889.101986669181;43;254432.40000000005;3.468152220939089E7;254432.40000000005;297867.89999999997;43435.49999999991;19857.859999999997;16962.160000000003;9249.0;15;"F";0.9961048158640227;1.1333333333333333;33;2;;5651;1.1707152862607118;2.211342984409799;2895.6999999999935;1.8052992518703201;32776.8;37190.3;4.8;9586.553103448274;11045.127441860466;0.16666666666666666;131.9;185.4;0.4027777777777778;0.5972222222222222;72;0.025019850183038983;0.974980149816961;"false"
30276;12;2523;5623;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;96;5887;4.09;4.72;119652.7;900.0;62991.2646341463;22476.34797977539;5.051862185079533E8;0.21951219512195122;0.4151839046699575;36;0.17237767469699236;0.4268292682926829;0.49613197840595535;70;0.24614693999700735;0.2621951219512195;0.4411752969913945;43;0.19463564267544517;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.09146341463414634;0.28914989405148767;15;0.08360766122998654;49734.0;134.8;19787.319607843132;17103.918602215337;51;1009153.2999999998;2.925440315512079E8;62900.0;14.6;8650.720353982299;13588.107670273925;113;977531.3999999997;1.8463667005895704E8;977531.3999999997;1009153.2999999998;31621.90000000014;56064.07222222222;54307.29999999999;6817.0;18;"F";1.0469500266761516;1.1540342298288508;35;1;;4962;1.0323487306903902;5.667044599436189;1756.7722222222292;0.6963029021887551;69918.7;56752.7;9.11111111111111;36276.75261437909;45656.57964601769;0.08333333333333333;765.2;885.4;0.31097560975609756;0.6890243902439024;164;0.04809963721294619;0.9519003627870538;"false"
100128;24;4172;18782;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;100;18347;4.75;5.44;120586.5;700.0;56496.39136690648;21125.219655712375;4.462749055020964E8;0.2302158273381295;0.4224934055327901;32;0.1785006777186946;0.5107913669064749;0.5016914357815209;71;0.2516942967365238;0.1223021582733813;0.32881940011784405;17;0.10812219789385882;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.1366906474820144;0.3447628642894359;19;0.118861432593056;48666.0;106.1;13777.274509803921;15935.235611271559;51;702641.0;2.5393173398673725E8;63800.0;14.6;7359.286363636361;9135.401905548759;88;647617.1999999997;8.345556797590388E7;647617.1999999998;702641.0;55023.80000000016;33459.095238095244;30838.91428571428;6135.0;21;"M";0.9768395272069003;1.145263157894737;49;1;;5862;1.0849634629839977;3.134928814587768;2620.1809523809643;0.628039537962839;71920.5;56786.5;6.619047619047619;19681.82072829132;23479.627922077918;0.041666666666666664;593.9;685.4;0.3669064748201439;0.6330935251798561;139;0.024159885937654946;0.975840114062345;"false"
45768;12;3814;4063;"Prerov";"north Moravia";138032;67;30;4;2;5;64.6;8819;99;4505;5.38;5.66;150977.5;900.0;59138.44178082188;25823.684557712684;6.668626841362486E8;0.22602739726027396;0.419696901226809;33;0.17614548889938592;0.4178082191780822;0.49489600879193407;61;0.2449220595181861;0.2602739726027397;0.44029448641355773;38;0.19385923476617856;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0958904109589041;0.2954544628729681;14;0.08729333963155408;48560.0;94.2;18191.95531914894;17562.406724639302;47;855021.9000000001;3.084381299616558E8;57600.0;14.6;7864.9777777777745;10277.722128632333;99;778632.7999999997;1.0563157215337873E8;778632.7999999997;855021.9000000001;76389.10000000044;53438.86875;48664.54999999999;10340.0;16;"F";1.108786610878661;1.0520446096654275;53;2;;7199;1.098106707038286;6.059515676380542;4774.318750000013;1.251787821185111;102417.5;93377.5;9.125;35246.91343085106;40799.57222222221;0.16666666666666666;805.8;885.4;0.3219178082191781;0.678082191780822;146;0.03263949671645061;0.9673605032835494;"false"
42840;12;3570;9878;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;81;10108;6.63;7.75;57767.4;1100.0;35642.19777777778;9970.0894260029;9.940268316249484E7;0.24444444444444444;0.43461349368017654;11;0.18888888888888886;0.4;0.4954336943068623;18;0.24545454545454548;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.35555555555555557;0.4840903163082632;16;0.23434343434343433;22908.0;33.1;5960.214814814814;8210.174170864218;27;160925.8;6.740695991592595E7;17300.0;14.6;5731.022222222224;5214.0340588200925;18;103158.40000000002;2.7186151166535925E7;103158.40000000002;160925.8;57767.399999999965;16092.579999999998;10315.84;0.0;10;"F";1.023284065600324;1.1689291101055808;60;1;;6727;1.559987359245587;1.5812695293308439;5776.739999999998;1.618134453781512;34859.4;40467.4;4.5;10132.365185185183;4584.817777777776;0.08333333333333333;1066.9;1085.4;0.6;0.4;45;0.07154773444185858;0.9284522655581414;"false"
155760;24;6490;4650;"Decin";"north Bohemia";133777;24;17;7;3;11;84.7;8705;116;4859;5.75;7.61;108538.5;200.0;51964.01927710846;24707.291006253003;6.104502288676705E8;0.3253012048192771;0.4713352526221483;27;0.22215692036438436;0.46987951807228917;0.5021259534339567;39;0.2521304731119601;0.08433734939759036;0.27958240973264575;7;0.07816632383191302;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.12048192771084337;0.32750313204407316;10;0.10725830149867763;47085.0;69.2;15929.297297297297;13620.852002321997;37;589384.0;1.8552760926915917E8;47600.0;14.6;11607.321739130433;10394.465992716467;46;533936.7999999999;1.0804492327373913E8;533936.7999999999;589384.0;55447.20000000007;49115.333333333336;44494.73333333333;12154.0;13;"M";1.0449462365591398;1.3234782608695652;48;1;;7279;1.103845998252977;5.64219797051503;4620.600000000006;0.7119568567026203;61453.5;60938.5;6.384615384615385;33186.036036036036;32887.411594202895;0.041666666666666664;130.8;185.4;0.4457831325301205;0.5542168674698795;83;0.03244541610512497;0.967554583894875;"false"
130464;48;2718;1874;"Jindrichuv Hradec";"south Bohemia";93931;74;21;10;1;8;56.9;8427;107;1913;1.12;1.54;132087.5;1000.0;53546.70890052362;24632.06043105243;6.067384010790187E8;0.17277486910994763;0.3790460971783867;33;0.143675943786167;0.38219895287958117;0.48720187342885085;73;0.237365665472582;0.34554973821989526;0.47679697366073576;66;0.22733535409203637;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.09947643979057591;0.30008724734807113;19;0.09005235602094241;48126.0;85.5;15345.596153846154;16125.272667036035;52;797971.0;2.6002441858625942E8;44000.0;14.6;5503.9035971223;8901.196340969804;139;765042.5999999997;7.923129630049421E7;765042.5999999997;797971.0;32928.400000000256;36271.40909090909;34774.66363636363;2302.0;24;"F";1.020811099252935;1.375;23;1;;6544;1.0430412633231145;4.30418999536123;1496.7454545454602;0.5506789751822886;83961.5;88087.5;7.958333333333333;20925.812937062932;29270.76003924133;0.020833333333333332;914.5;985.4;0.27225130890052357;0.7277486910994765;191;0.10619251625319337;0.8938074837468066;"false"
87528;24;3647;3460;"Vsetin";"north Moravia";148545;8;35;12;3;4;53.5;8909;113;3590;4.01;5.56;74816.0;800.0;42728.93157894737;13891.27141333667;1.9296742147898456E8;0.03508771929824561;0.18563715383027588;2;0.03446115288220551;0.5614035087719298;0.5006261743217589;32;0.25062656641604014;0.0;0.0;0;0.0;0.21052631578947367;0.4113063728303113;12;0.16917293233082706;0.0;0.0;0;0.0;0.19298245614035087;0.3981473386299918;11;0.15852130325814537;32823.0;72.8;11606.524;12223.088056225126;25;290163.1;1.4940388163023335E8;22500.0;100.0;6729.59375;6403.977115367701;32;215347.0;4.101092289415322E7;215347.0;290163.1;74816.09999999998;22320.238461538465;16565.153846153848;0.0;13;"F";1.0375722543352601;1.3865336658354115;46;2;;5933;1.3474211389060449;2.5053584534222098;5755.084615384618;1.578032524097784;41993.0;52316.0;4.384615384615385;10713.714461538466;9835.560096153848;0.08333333333333333;727.2;700.0;0.43859649122807015;0.5614035087719298;57;0.02794958784295576;0.9720504121570442;"false"
77544;36;2154;2159;"Benesov";"central Bohemia";88884;80;26;6;2;5;46.7;8507;132;2674;1.67;1.85;122450.5;700.0;37934.86562500001;22908.16296637589;5.247839304940358E8;0.234375;0.42695628191498325;15;0.18229166666666666;0.46875;0.5029673851018478;30;0.25297619047619047;0.125;0.3333333333333333;8;0.1111111111111111;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.171875;0.38025419651629616;11;0.14459325396825398;48633.0;21.8;13709.730769230771;16472.31446989206;26;356453.00000000006;2.7133714399501526E8;32000.0;14.6;8834.284210526313;9389.108776476109;38;335702.79999999993;8.81553636165007E7;335702.80000000005;356453.00000000006;20750.20000000001;25460.928571428572;23978.771428571425;10160.0;14;"M";1.23853635942566;1.1077844311377247;55;1;;6574;1.0618112211158206;2.9929385883893938;1482.1571428571478;0.6880952380952404;73817.5;90450.5;4.571428571428571;11751.197802197801;15144.487218045111;0.027777777777777776;678.2;685.4;0.40625;0.59375;64;0.025172565377321265;0.9748274346226787;"false"
49320;36;1370;1879;"Prostejov";"south Moravia";110643;49;41;4;1;4;51.9;8441;115;2252;3.45;4.48;49729.2;900.0;35987.26296296296;8500.999900341796;7.226699930561122E7;0.19753086419753085;0.40061680838488767;16;0.16049382716049382;0.3950617283950617;0.49190985824841454;32;0.2419753086419753;0.24691358024691357;0.4339027597725919;20;0.1882716049382716;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.16049382716049382;0.36935044752432583;13;0.13641975308641976;15567.0;23.9;5840.286206896552;5850.61127189313;29;169368.30000000002;3.422965225480295E7;11700.0;14.6;2743.8730769230774;2773.183901053959;52;142681.40000000002;7690548.949064854;142681.40000000002;169368.30000000002;26686.899999999994;11291.220000000001;9512.093333333334;3738.0;15;"F";1.1985098456625864;1.2985507246376813;31;1;;6399;1.1870383946330776;1.337663783911859;1779.126666666667;1.2986326034063262;34162.2;38029.2;5.4;5450.933793103449;6768.220256410257;0.027777777777777776;876.1;885.4;0.35802469135802467;0.6419753086419753;81;0.026035702018386453;0.9739642979816135;"false"
24180;60;403;5796;"Liberec";"north Bohemia";159617;29;19;8;1;9;85.2;9198;131;6132;3.33;4.28;97336.5;1100.0;78724.20970149254;16373.293143798659;2.680847283727642E8;0.1417910447761194;0.35014465484667506;19;0.12260127931769722;0.35074626865671643;0.47899428923663667;47;0.22943552912131074;0.3880597014925373;0.4891368454244578;52;0.23925485355178994;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.11940298507462686;0.3254788518453098;16;0.10593648299854112;33066.0;87.5;11907.194285714288;12285.934323108318;35;416751.80000000005;1.5094418219173104E8;23000.0;14.6;3309.3959595959595;6123.991299529923;99;327630.2;3.750326943671819E7;327630.2;416751.80000000005;89121.60000000003;23152.87777777778;18201.67777777778;2714.0;18;"F";1.0579710144927537;1.2852852852852854;59;1;;7187;1.272018879822434;2.5171643594018027;4951.200000000001;12.285856079404468;64270.5;74336.5;7.444444444444445;11245.683492063492;14892.281818181818;0.016666666666666666;1012.5;1085.4;0.26119402985074625;0.7388059701492538;134;0.028329394479537084;0.9716706055204629;"false"
116496;24;4854;2112;"Trebic";"south Moravia";117897;139;28;5;1;6;53.8;8814;107;2059;4.76;5.74;84726.8;600.0;41285.01833333333;14317.074486709223;2.0497862185798016E8;0.008333333333333333;0.09128709291752768;1;0.008333333333333333;0.6333333333333333;0.4839149403229736;76;0.23417366946778712;0.0;0.0;0;0.0;0.18333333333333332;0.38856195407793437;22;0.15098039215686276;0.0;0.0;0;0.0;0.175;0.38156026430187623;21;0.14558823529411763;43684.0;71.8;15983.015909090911;16467.584578264632;44;703252.7000000001;2.711813418422991E8;34200.0;14.6;8933.97631578947;9121.9275580529;76;678982.1999999997;8.320956237436494E7;678982.1999999997;703252.7000000001;24270.50000000035;30576.20434782609;29520.9652173913;0.0;24;"F";0.974905303030303;1.2058823529411766;39;1;;6353;1.0357454142391365;3.469049733132073;1055.2391304347912;0.2173957829490711;41042.8;50526.8;5.0;14593.188438735178;20586.988901601828;0.041666666666666664;528.2;585.4;0.36666666666666664;0.6333333333333333;120;0.025355393807340976;0.974644606192659;"false"
468060;60;7801;2854;"Nachod";"east Bohemia";112709;48;20;7;3;10;73.5;8369;117;2618;1.79;2.31;127425.3;400.0;59623.21607142848;25407.637815788927;6.455480593783075E8;0.008928571428571428;0.0944911182523068;1;0.008928571428571428;0.5178571428571429;0.5019267894130597;58;0.2519305019305019;0.19642857142857142;0.39908195808180713;22;0.15926640926640928;0.14285714285714285;0.35149982013099745;16;0.12355212355212356;0.0;0.0;0;0.0;0.13392857142857142;0.3421062401311609;15;0.11703667953667954;70210.0;124.6;25738.859374999996;26683.149238651866;32;823643.4999999999;7.119904532921677E8;40100.0;30.0;9105.1125;10500.638307293575;80;728409.0;1.1026340486060126E8;728409.0;823643.4999999999;95234.49999999988;51477.71875000001;45525.5625;4087.0;16;"M";0.9173090399439383;1.2905027932960893;49;2;;5043;1.1307431676434532;6.150999970127853;5952.156250000007;0.7629991347263181;57215.3;87325.3;7.0;25738.85937500001;36420.45;0.03333333333333333;275.4;370.0;0.2857142857142857;0.7142857142857143;112;0.03691984266644244;0.9630801573335576;"false"
